Regione,Provincia,Lon,Lat,media_yy
Piemonte,Torino,7.5602,45.1758,31.0
Piemonte,Torino,7.6782,45.0758,58.0
Piemonte,Vercelli,8.2835,45.7132,35.0
Piemonte,Cuneo,8.0333,44.7037,39.0
Piemonte,Cuneo,7.5382,44.3818,33.0
Piemonte,Cuneo,8.1695,44.4122,29.0
Piemonte,Asti,8.2055,44.9089,45.0
Piemonte,Asti,7.94083333333333,45.0175,42.0
Piemonte,Biella,8.0564,45.5588,35.0
Piemonte,Biella,8.1876,45.569,27.0
Piemonte,Verbano-Cusio-Ossola,8.5655,45.9303,29.0
Valle d'Aosta,Aosta,7.32417,45.73583,33.0
Lombardia,Varese,8.83449244,45.58288714,43.0
Lombardia,Varese,8.79777777777778,45.6566666666667,41.0
Lombardia,Varese,9.024167,45.626944,47.0
Lombardia,Varese,8.820278,45.816944,29.0
Lombardia,Como,9.08361,45.80444,40.0
Lombardia,Como,9.22444444444444,45.8105555555556,45.0
Lombardia,Sondrio,10.3725,46.470278,25.0
Lombardia,Sondrio,9.870556,46.167222,40.0
Lombardia,Milano,9.08111111111111,45.5427777777778,50.0
Lombardia,Milano,8.8925,45.4675,49.0
Lombardia,Milano,9.22222222222222,45.4725,51.0
Lombardia,Milano,9.195833,45.462778,50.0
Lombardia,Milano,9.17388888888889,45.4852777777778,64.0
Lombardia,Milano,9.3275,45.482778,46.0
Lombardia,Milano,9.50638888888889,45.6172222222222,57.0
Lombardia,Bergamo,9.665,45.6863888888889,58.0
Lombardia,Bergamo,9.61888888888889,45.6588888888889,46.0
Lombardia,Bergamo,9.6115435,45.62058256,46.0
Lombardia,Bergamo,9.591389,45.518333,48.0
Lombardia,Brescia,10.22361,45.54083,50.0
Lombardia,Brescia,10.2230555555556,45.5391666666667,46.0
Lombardia,Brescia,10.313056,45.504722,50.0
Lombardia,Brescia,10.20083,45.655,38.0
Lombardia,Pavia,9.146944,45.185556,46.0
Lombardia,Cremona,9.67805555555555,45.3702777777778,39.0
Lombardia,Cremona,10.0333333333333,45.1383333333333,42.0
Lombardia,Mantova,10.803333,45.144444,47.0
Lombardia,Lecco,9.395833,45.849444,37.0
Lombardia,Lecco,9.40619194,45.69795956,65.0
Lombardia,Lodi,9.485556,45.305278,45.0
Lombardia,Lodi,9.71389,45.08199189,47.0
