Lon,Lat,media_yy
7.658,45.1546,21.0
7.8375,45.0028,21.0
7.878,45.4512,19.0
7.7116,45.1763,22.0
7.7782,45.1432,23.0
7.69534,45.10407,22.0
7.6259,45.0419,20.0
7.6491,45.0249,22.0
8.2835,45.7132,13.0
8.0434,45.2948,24.0
8.4024,45.3189,18.0
8.4584,45.6894,15.0
8.6204,45.4397,18.0
7.5382,44.3818,14.0
7.8146,44.4018,16.0
7.4262,44.7197,18.0
8.2055,44.9089,22.0
8.3103,44.808,18.0
8.6232,44.9203,21.0
9.0524,44.7633,9.0
8.0564,45.5588,12.0
8.1598,45.6642,10.0
8.2921,46.1276,17.0
8.5655,45.9303,11.0
7.32417,45.73583,11.0
7.30433,45.73444,12.0
7.32189,45.7324,11.0
9.024167,45.626944,20.0
8.820278,45.816944,19.0
9.08361,45.80444,22.0
10.3725,46.470278,10.0
9.88028,46.16861,16.0
9.198056,45.469722,25.0
9.23583,45.47833,22.0
9.236389,45.533889,22.0
9.643889,45.690278,22.0
9.466667,45.683333,19.0
9.556389,45.4975,24.0
9.61472,45.64389,24.0
9.591389,45.518333,19.0
10.22361,45.54083,20.0
10.219444,45.515278,24.0
10.1775,45.873889,22.0
9.164722,45.193889,23.0
8.90556,45.10167,22.0
10.016667,45.132778,24.0
10.045833,45.142222,26.0
9.864167,45.284722,27.0
10.795556,45.160556,20.0
10.69194,45.41083,21.0
11.07083,44.99694,22.0
9.395833,45.849444,14.0
9.40619194,45.69795956,20.0
9.496944,45.913056,9.0
9.485556,45.305278,17.0
9.49528589,45.30278678,24.0
9.27444,45.58111,22.0
10.85906,46.61947,13.0
11.34014,46.43483,12.0
11.45389,46.05184,15.0
11.03941,45.89244,13.0
11.1262,46.06293,13.0
11.030096,45.43301,22.0
11.736667,45.760833,16.0
11.368611,45.714444,18.0
11.539722,45.560556,25.0
11.521944,45.531944,23.0
12.216944,46.141389,13.0
11.905833,46.030833,19.0
12.308056,45.890556,19.0
12.510278,45.836944,21.0
12.238611,45.6725,23.0
12.591667,45.630278,25.0
12.262222,45.499167,25.0
12.205556,45.438333,28.0
11.665833,45.226667,20.0
11.841944,45.371944,25.0
11.78333,45.07472,23.0
13.24069,46.06612,14.0
13.48636,45.73162,12.0
13.52205,45.80518,14.0
13.78376,45.62062,14.0
13.766081,45.640486,12.0
12.65594,45.96262,18.0
8.20544,44.05259,10.0
8.28068,44.38241,13.0
8.2838,44.38325,15.0
8.29868,44.37494,15.0
8.20604,44.39703,9.0
8.43169,44.28709,11.0
8.47293,44.31268,12.0
8.48542,44.31538,10.0
8.43892,44.27253,14.0
8.44565,44.26179,12.0
8.87383,44.51859,11.0
9.32356,44.31494,10.0
8.92737,44.41816,10.0
8.99154,44.39489,9.0
8.96819,44.40492,13.0
8.70463,44.50842,11.0
9.83211,44.11081,12.0
9.84394,44.11603,11.0
9.8577,44.10666,8.0
10.019167,44.989444,20.0
9.669167,45.038333,21.0
10.288889,44.6575,14.0
10.33167,44.79361,18.0
10.733889,44.516111,19.0
10.663889,44.873056,21.0
10.664722,44.690833,19.0
11.17795,44.92784,20.0
10.90633,44.65061,19.0
10.79139,44.53944,17.0
11.355,44.48333,15.0
11.32833,44.49972,17.0
11.639444,44.662222,18.0
