Regione,Provincia,Lon,Lat,media_yy
Friuli Venezia Giulia,Udine,13.24069,46.06612,57.0
Friuli Venezia Giulia,Udine,13.2253,46.0351,50.0
Friuli Venezia Giulia,Gorizia,13.544722,45.843889,75.0
Friuli Venezia Giulia,Gorizia,13.57222222,45.93111111,45.0
Friuli Venezia Giulia,Gorizia,13.616127,45.936478,54.0
Friuli Venezia Giulia,Gorizia,13.528889,45.81,66.0
Friuli Venezia Giulia,Trieste,13.79451,45.61874,67.0
Friuli Venezia Giulia,Pordenone,12.46833333,46.26305556,64.0
Friuli Venezia Giulia,Pordenone,12.61871,45.95767,55.0
Friuli Venezia Giulia,Pordenone,12.65806,45.96222,53.0
Liguria,Imperia,8.037222222,43.89083333,28.0
Liguria,Imperia,7.764722222,43.81138889,49.0
Liguria,Imperia,7.614444444,43.79027778,35.0
Liguria,Savona,8.51019,44.32963,51.0
Liguria,Savona,8.28068,44.38241,50.0
Liguria,Savona,8.29011,44.36533,29.0
Liguria,Savona,8.2015,44.39048,53.0
Liguria,Savona,8.411944444,44.29472222,53.0
Liguria,Savona,8.43169,44.28709,68.0
Liguria,Savona,8.47293,44.31268,46.0
Liguria,Savona,8.479722222,44.30305556,52.0
Liguria,Savona,8.43892,44.27253,52.0
Liguria,Genova,8.92737,44.41816,43.0
Liguria,Genova,8.94101,44.40759,66.0
Liguria,Genova,8.99154,44.39489,62.0
Liguria,La Spezia,9.84394,44.11603,46.0
Liguria,La Spezia,9.963611111,44.11416667,56.0
Emilia-Romagna,Piacenza,9.701388889,45.04527778,46.0
Emilia-Romagna,Parma,10.33167,44.79361,47.0
Emilia-Romagna,Reggio nell'Emilia,10.664722,44.690833,44.0
Emilia-Romagna,Modena,10.92916667,44.64111111,30.0
Emilia-Romagna,Modena,10.92916667,44.64111111,43.0
Emilia-Romagna,Bologna,11.355,44.48333,47.0
Emilia-Romagna,Bologna,11.32888889,44.51222222,31.0
Emilia-Romagna,Bologna,11.33361111,44.46944444,81.0
Emilia-Romagna,Ferrara,11.961111,44.839722,46.0
Emilia-Romagna,Ravenna,12.25138889,44.44555556,32.0
Emilia-Romagna,Ravenna,12.20666667,44.42333333,53.0
Emilia-Romagna,Ravenna,12.225556,44.42,50.0
Emilia-Romagna,Forli'-Cesena,12.048889,44.219167,45.0
Emilia-Romagna,Rimini,12.553333,44.0625,48.0
Toscana,Firenze,11.323889,43.789167,67.0
Toscana,Firenze,11.24917,43.76528,51.0
Toscana,Firenze,11.19278,43.75694,58.0
Toscana,Livorno,10.41361111,43.50083333,88.0
Toscana,Pisa,10.401667,43.738889,54.0
Toscana,Arezzo,11.88889,43.46111,67.0
Toscana,Arezzo,11.88361111,43.4675,66.0
Toscana,Prato,11.09194,43.87278,59.0
Umbria,Perugia,12.38194444,43.11527778,38.0
Umbria,Perugia,12.36611,43.10306,64.0
Umbria,Perugia,12.44194,43.08889,48.0
Marche,Ancona,13.51472,43.60778,35.0
Marche,Ancona,13.34194,43.59889,49.0
Marche,Ancona,13.3875,43.63333,52.0
Marche,Ancona,13.37056,43.63611,52.0
Marche,Ancona,13.39,43.62056,73.0
Lazio,Rieti,12.962063,42.572591,117.0
Lazio,Rieti,12.857794,42.404687,49.0
Lazio,Roma,13.004056,41.730447,44.0
Lazio,Roma,12.46805556,41.86305556,31.0
Lazio,Roma,12.50895,41.883075,44.0
Lazio,Roma,12.266327,41.889451,67.0
Lazio,Roma,12.506947,41.932892,47.0
Lazio,Roma,12.65848,41.929474,41.0
Lazio,Roma,12.541618,41.886019,52.0
Lazio,Roma,13.04361111,41.69583333,83.0
Lazio,Latina,12.913043,41.464027,15.0
Lazio,Frosinone,13.338286,41.727296,78.0
Lazio,Frosinone,13.348977,41.639609,58.0
Abruzzo,Pescara,14.1975,42.45194,42.0
Abruzzo,Pescara,14.23472,42.45639,36.0
Campania,Caserta,14.36,41.07,59.0
Campania,Caserta,14.37809,41.04592,45.0
Campania,Napoli,14.34108,40.86427,48.0
Campania,Napoli,14.27547,40.87234,37.0
Campania,Napoli,14.25451,40.86369,41.0
Campania,Salerno,14.77751,40.69536,54.0
Basilicata,Potenza,15.78805556,41.05,38.0
Basilicata,Potenza,15.71638889,41.04972222,71.0
Basilicata,Potenza,15.811729,40.62541,25.0
Sicilia,Palermo,13.302198,38.120539,91.0
Sicilia,Palermo,13.354215,38.124382,35.0
Sardegna,Nuoro,9.32889,40.31889,73.0
Sardegna,Nuoro,9.0325,40.23722,72.0
Sardegna,Nuoro,9.011388889,40.23944444,52.0
Sardegna,Cagliari,9.003055556,39.23722222,74.0
Sardegna,Cagliari,9.013611111,39.22888889,80.0
Sardegna,Cagliari,8.995833,39.226944,73.0
Sardegna,Cagliari,9.016667,39.07,64.0
Sardegna,Cagliari,9.012222,39.081667,72.0
Sardegna,Cagliari,9.02,39.07,79.0
Sardegna,Sud Sardegna,8.522222222,39.15916667,66.0
Sardegna,Sud Sardegna,8.386111,39.203333,75.0
Sardegna,Sud Sardegna,8.798611111,39.55833333,50.0
Sardegna,Sud Sardegna,8.739166667,39.45777778,54.0
