Component 1,Component 2,labels
-6.5555997,-10.214896,Fair
-0.25474685,0.13460936,Fair
-0.26417473,-6.6491885,Fair
0.19894956,-5.2228184,Fair
-0.29702786,-4.961917,Fair
-5.2369814,-12.312499,Fair
-1.2256203,-5.364202,Fair
27.164333,-6.4742045,Fair
9.511534,-3.9857416,Poor
24.756306,4.9509325,Fair
0.92059374,3.0755818,Fair
14.024193,19.381353,Fair
4.5651617,15.121701,Moderate
5.187423,15.453091,Fair
4.556834,14.554461,Fair
-7.306465,-5.648924,Fair
-1.3247184,7.025256,Fair
32.370083,-16.963583,Fair
32.788696,-20.882198,Fair
28.683922,-18.75756,Fair
38.274437,-10.558512,Fair
21.08436,-1.2385688,Fair
3.4965944,-14.127176,Fair
0.4238627,-14.90206,Fair
15.7701435,-7.1245003,Fair
2.9984248,-12.723739,Fair
0.13961913,2.7079527,Fair
0.48515132,-1.7498037,Fair
7.07975,-17.74124,Fair
-7.0936003,-8.134542,Fair
-6.9458675,-9.535621,Fair
-9.949546,-2.065776,Fair
6.412692,-7.8185773,Fair
9.430871,0.9989009,Fair
27.193113,8.189852,Fair
16.935766,-6.774031,Fair
5.537288,14.3835,Fair
-1.083887,3.4029207,Fair
12.751739,-7.134552,Fair
12.476294,1.0050129,Fair
0.78629464,-1.9593407,Fair
10.862676,1.0559002,Fair
37.817886,-3.1433115,Fair
38.11872,-8.62521,Fair
34.78049,4.1713657,Fair
51.4121,6.2341886,Moderate
45.8065,20.486227,Moderate
25.172554,-6.436275,Moderate
5.464347,16.518969,Fair
36.706764,15.5738535,Fair
19.86833,-0.88844925,Moderate
7.0100784,18.51502,Fair
-0.50131786,0.9161102,Fair
18.207417,4.092077,Fair
11.545346,-0.49051455,Fair
-2.9764538,5.0203905,Fair
10.229071,0.5110123,Fair
16.360523,7.017969,Fair
12.294945,5.7522016,Fair
34.633183,21.243242,Fair
15.3617,18.390165,Moderate
13.030561,19.540842,Moderate
1.0948709,4.103654,Moderate
0.728665,-0.19004953,Fair
2.8761184,5.5417995,Fair
-7.8745003,-1.8005099,Fair
0.31347385,8.075242,Fair
20.904934,-10.703154,Fair
33.314476,9.478155,Fair
35.443924,-12.607644,Fair
14.481214,-1.067957,Fair
12.052272,-5.3318667,Fair
-0.19085549,-0.9953977,Fair
2.0402846,-14.31925,Fair
11.539474,-4.676184,Fair
5.331876,-16.891813,Fair
5.044057,-16.859089,Fair
-6.990161,-10.525806,Fair
-5.727647,-10.149042,Fair
-6.611516,-13.069172,Fair
-7.220503,-15.158523,Fair
-6.445809,-12.619091,Fair
-4.3484693,1.6979927,Fair
-7.823467,-10.075291,Fair
-9.83232,-0.647396,Fair
-17.668999,-16.042763,Fair
-22.585648,-13.359468,Fair
-21.14426,-14.031713,Fair
-22.810099,-14.86443,Fair
-6.417572,-15.130828,Fair
-34.261646,-17.911505,Fair
-6.103861,-13.180072,Fair
-22.267906,-17.715916,Fair
-24.509464,-12.121331,Fair
44.256355,-8.009263,Fair
39.08569,-14.37833,Moderate
33.305767,-22.463926,Fair
36.27027,9.342254,Fair
33.99853,11.707353,Moderate
14.716632,-17.030737,Moderate
5.925341,-16.477451,Fair
6.318164,-16.869791,Fair
-0.02839513,1.4327066,Fair
-6.1772833,-9.427102,Fair
-18.931427,-9.289574,Fair
-20.061665,-11.545539,Fair
-17.815897,-10.7264185,Fair
-5.093412,-10.18581,Fair
-10.692686,-9.207665,Fair
-5.5637527,-7.3635545,Fair
-18.839722,1.6260841,Fair
-11.185585,-12.436386,Fair
-27.29055,1.8247085,Fair
-26.948267,4.7287555,Fair
-35.085358,-11.552084,Fair
-34.18756,-14.081924,Fair
-32.086075,-13.750199,Fair
-18.013702,-0.772438,Fair
30.12825,-25.975685,Fair
-9.591937,-24.84835,Fair
-3.4212506,-16.053759,Fair
-10.003952,-1.4315934,Fair
-17.402885,0.7627992,Fair
-10.258439,-13.162968,Fair
0.6154702,-13.600842,Fair
29.82557,15.02387,Fair
14.948937,-1.7351806,Fair
-3.3119986,19.007923,Fair
15.346977,-4.8010807,Fair
0.032882407,-0.26824835,Fair
-3.9637837,-15.935568,Fair
-34.565235,-18.159678,Fair
-35.780804,-17.168766,Fair
24.445662,-22.355436,Fair
36.615345,-13.746399,Fair
28.797295,-23.26326,Fair
32.7294,-15.744309,Fair
24.443409,-23.851189,Fair
-20.559093,-4.6340456,Fair
40.329353,-19.280914,Fair
29.425177,-23.51648,Fair
22.376219,-20.283249,Fair
7.9064636,-13.218962,Fair
15.159602,1.9784192,Fair
0.14611301,-2.205701,Fair
-44.318844,-0.4164885,Fair
-47.314594,-4.284501,Fair
-42.059357,-13.9116745,Fair
-34.191723,8.078899,Fair
-34.749977,1.0507401,Fair
-53.627083,-0.026985027,Fair
-53.656986,-2.0691452,Fair
-51.17007,-5.5171213,Fair
-42.012318,-13.3344,Fair
-42.087414,-15.697631,Fair
-43.37077,-12.0781,Fair
5.6782537,0.7723032,Fair
5.730846,2.8637028,Fair
4.8894467,10.3715515,Fair
40.508076,22.595167,Fair
24.52268,23.620632,Moderate
15.294292,14.526505,Moderate
1.5658271,9.125362,Moderate
6.754804,3.94837,Fair
5.77781,2.0469184,Fair
6.00225,3.722624,Fair
4.9208446,-8.994092,Fair
-36.343735,-17.01974,Fair
-35.74407,-16.259789,Fair
-36.828575,-18.04808,Fair
-44.224545,-10.352261,Fair
-37.771416,-17.116472,Fair
-39.13553,-17.467596,Fair
-38.806038,-18.531952,Fair
-59.392403,-4.597852,Good
-42.307327,-12.242787,Fair
44.1893,1.2879217,Fair
62.354534,-3.5019643,Moderate
46.556213,-19.133162,Moderate
21.078012,-15.250965,Fair
30.599552,-7.3986387,Fair
17.911142,-18.689587,Fair
22.413136,15.814465,Fair
22.552813,-1.5707815,Moderate
36.177795,20.467379,Fair
48.929543,17.502335,Moderate
1.0072148,29.839708,Poor
1.6855575,26.844273,Moderate
-1.6895223,15.251686,Moderate
14.523582,18.814917,Fair
4.814528,10.22081,Moderate
1.7452295,7.8596444,Fair
56.96764,14.9233055,Fair
53.614834,17.386595,Poor
41.884346,20.082829,Poor
15.538453,10.815533,Moderate
3.9793375,9.610435,Fair
43.607414,22.653576,Fair
24.260035,23.517252,Moderate
1.4224428,30.493595,Moderate
26.52707,4.513448,Poor
37.89131,-13.043891,Fair
36.38799,-9.5857525,Fair
41.571884,1.7175367,Fair
31.770065,-6.7482285,Fair
20.493967,-15.498892,Fair
-4.667081,5.9747515,Fair
32.33092,-5.963205,Fair
26.67128,1.7879184,Fair
20.842842,3.9334717,Fair
9.85078,-7.9613175,Fair
35.59864,-2.6095827,Fair
11.450476,-21.07478,Fair
18.418552,-14.547672,Fair
26.860271,0.5865528,Fair
21.786922,21.335516,Fair
19.581003,21.605644,Moderate
20.716364,20.02886,Fair
20.522488,20.74891,Fair
19.453192,23.862371,Fair
-10.462796,13.391508,Fair
-9.224187,7.948336,Fair
-14.882373,7.3710685,Fair
-0.49192604,20.925411,Fair
-5.2026896,4.8643246,Fair
-25.913118,13.311777,Fair
-14.85479,8.633615,Fair
-23.748463,4.2585526,Fair
-12.82727,-0.52287734,Fair
-38.38701,1.9330175,Fair
-28.031681,10.925058,Fair
66.98922,1.4863294,Fair
55.68987,1.2624229,Poor
33.86769,-18.138771,Poor
36.57577,-2.9317122,Fair
37.242165,-2.324077,Fair
31.428543,-12.821576,Fair
12.835735,-21.70858,Fair
5.7865257,-26.678617,Fair
20.132708,-13.735902,Fair
11.479535,-17.407795,Fair
9.804814,-24.305763,Fair
19.137966,-22.378117,Fair
19.345026,-21.711145,Fair
19.96266,-21.562212,Fair
9.662645,-5.8191166,Fair
34.074387,-1.4583527,Fair
67.695724,4.4992943,Fair
63.28335,5.6169777,Poor
46.518246,-2.1112201,Poor
44.064316,-0.199735,Moderate
45.027027,-0.039496776,Moderate
44.080246,2.2158415,Moderate
42.03016,0.013486303,Moderate
20.622826,-13.985647,Fair
21.076767,-13.642309,Fair
40.076305,0.263612,Fair
23.008434,1.764413,Fair
-32.330303,18.37411,Fair
-45.698658,15.071121,Fair
-46.925953,15.566764,Fair
-53.552017,7.369785,Fair
-45.42413,6.5722513,Fair
-56.583977,19.90669,Fair
-52.132084,7.7175756,Fair
-61.914112,0.2878095,Fair
-57.90537,6.757525,Fair
-59.01927,-3.0998926,Fair
-64.57003,7.267693,Fair
-48.787224,17.36701,Fair
-47.948505,15.668265,Fair
-55.57383,15.625733,Fair
-58.727158,13.087537,Fair
-53.772984,7.7707734,Fair
-44.157864,16.878149,Fair
-49.191498,18.507887,Fair
-48.70325,18.223742,Fair
-52.29063,-1.808008,Fair
-41.91098,4.1411223,Fair
-36.90495,10.851702,Fair
9.259588,-19.742044,Fair
-39.845592,0.4278226,Fair
-43.171,14.199006,Fair
-55.075535,-2.4177384,Fair
-56.555313,7.0024147,Fair
-56.510868,6.350744,Fair
-57.654533,-2.276413,Fair
-48.906815,4.443407,Fair
-45.962112,8.310227,Fair
-54.21945,-7.036616,Fair
-38.82749,12.893862,Fair
-39.716877,10.857178,Fair
-21.166584,5.0507417,Fair
-34.365196,14.938368,Fair
-34.680424,6.1081223,Fair
-17.284346,6.2421646,Fair
-22.69276,-18.316923,Fair
-52.979057,-5.9888835,Fair
-52.027557,-4.945921,Fair
-42.346687,3.6878147,Fair
-52.620457,-7.0226507,Fair
-54.726513,-5.7021294,Fair
-53.623592,-5.744075,Fair
11.672052,-16.525547,Fair
5.1825433,-30.42621,Fair
40.635036,-26.89975,Fair
-23.377287,9.701629,Fair
-16.989368,6.7751956,Fair
-34.3316,3.9815161,Fair
-11.608114,-10.190944,Fair
-16.532026,3.134711,Fair
-1.9833866,-15.611256,Fair
-27.047398,0.93498886,Fair
-8.497475,-13.133487,Fair
-13.785504,0.6975148,Fair
-34.68995,10.793776,Fair
-14.997557,3.0683599,Fair
-18.00148,2.7569463,Fair
-43.992268,-20.097765,Fair
-44.750717,-19.255358,Good
-43.00959,-19.11629,Good
-62.53458,-1.5666496,Good
-66.66628,9.106558,Fair
-69.20585,12.775544,Fair
-69.62564,14.32921,Fair
-69.22228,13.099553,Fair
-70.996925,17.246597,Fair
-65.04726,15.101062,Fair
-65.34878,18.656788,Fair
-67.622215,10.1746855,Fair
-66.58765,7.9288125,Fair
45.028404,-14.267793,
44.290012,-3.1473398,Fair
-38.46817,-17.019983,Fair
-46.27202,-3.3863213,Moderate
-47.645622,-3.3666344,Fair
-58.52295,-3.7839072,Fair
-43.35754,-16.45938,Fair
-58.205738,-2.1331592,Fair
-44.23251,-13.547106,Fair
-57.845997,-3.1125932,Fair
-58.609127,-5.0030956,Fair
-58.462837,-2.5405834,Fair
-43.68248,-13.104979,Fair
-59.392853,-2.5279126,Fair
-58.601933,-3.5686598,Fair
-20.440102,-4.922418,Fair
-9.276305,-25.731676,Fair
-12.235163,-25.340229,Fair
-11.402516,-23.429821,Fair
7.7104583,-26.689205,Fair
-0.24247225,-26.64499,Fair
-0.57656854,-26.849016,Fair
-20.891644,-18.414907,Fair
-25.104267,-4.7723346,Fair
-27.056652,-16.61321,Fair
-24.50819,-18.556633,Fair
-25.762417,-1.9086037,Fair
-64.163605,3.1685483,Fair
-63.368855,6.616112,Fair
-63.396404,7.5472584,Fair
-64.24562,1.2727273,Fair
-62.353207,-2.398652,Fair
-63.046696,1.958506,Fair
-62.13688,-2.994581,Fair
-63.717045,1.79293,Fair
-62.222775,-4.0791626,Fair
-64.166855,0.7998464,Fair
-62.718216,-2.9718263,Fair
-44.713326,-19.563793,Fair
-63.380333,1.044401,Fair
-10.21548,-20.306221,Good
4.957647,19.94847,Fair
23.23635,-18.905184,Fair
5.7086363,-20.624823,Fair
-14.939419,-16.33972,Fair
-3.6372843,0.5471319,Fair
-5.499168,-6.1155357,Fair
-14.806575,-17.769592,Fair
1.5701822,-24.084913,Fair
-5.600365,-16.854559,Fair
-6.102867,-16.340124,Fair
-2.5181682,-16.13151,Fair
-0.5837326,-15.168719,Fair
-60.290314,9.070431,Fair
-58.93813,-0.593353,Fair
-62.318172,17.77793,Fair
-67.06949,21.626945,Fair
-62.80302,18.221973,Fair
-62.93682,17.200165,Fair
-63.432407,21.125593,Fair
-57.35069,-1.1432732,Fair
-60.42585,-4.7588024,Fair
-60.15657,-4.553469,Fair
-60.12313,-3.3499029,Fair
-21.087482,-12.567533,Fair
9.56629,-2.86732,Fair
1.1329216,-5.582917,Fair
5.28402,-21.050182,Fair
-31.331713,10.310459,Fair
-28.671886,10.784082,Fair
-33.402912,2.18828,Fair
-40.58469,2.6226282,Fair
-39.28984,0.5408995,Fair
-37.0664,-12.147569,Fair
-35.15307,-12.424768,Fair
-36.50573,-11.203418,Fair
-35.576668,6.5587344,Fair
49.00802,-11.167588,Fair
48.516197,-12.740991,Fair
34.99971,-23.533403,Moderate
35.68376,-22.549501,Fair
39.937954,-23.303156,Fair
44.11386,-18.54369,Fair
31.57669,-21.534134,Fair
38.247288,-24.675152,Moderate
20.991627,-22.80555,Fair
30.279669,-17.6019,Fair
39.177074,-24.329142,Fair
39.239365,-24.163612,Fair
12.6353445,-21.919918,Fair
9.577161,-24.0892,Fair
10.620888,-20.032938,Fair
5.2188525,-29.19756,Fair
10.400621,-21.511936,Fair
44.708855,-21.720547,Fair
51.8033,-13.617274,Fair
50.445656,-11.993773,Fair
42.771065,-17.741667,Moderate
35.309994,-13.925017,Moderate
49.864555,-10.634699,Fair
42.433125,-18.921711,Fair
40.700718,-18.73172,Moderate
38.877346,-21.819838,Fair
29.533781,-22.752323,Fair
30.056772,-16.867851,Fair
20.240948,-20.255375,Fair
28.480774,-16.180473,Fair
31.56581,-23.476048,Fair
45.745464,-22.403675,Fair
43.416897,-21.121384,Fair
36.199135,-22.235994,Fair
14.418851,-6.6593475,Fair
27.876272,-14.278631,Fair
15.271361,-7.98065,Fair
21.828545,-21.529753,Fair
10.453604,-20.164347,Fair
6.0883408,-22.191088,Fair
-0.6726138,-1.9989059,Fair
5.2537127,-22.386845,Fair
-14.5865965,-2.0677297,Fair
49.46683,-23.559927,Fair
46.016895,-23.107742,Fair
46.89371,-23.154787,Moderate
46.63893,-23.991074,Fair
45.833797,-23.608242,Fair
43.85062,-23.735172,Fair
41.784718,-22.18455,Fair
43.580006,-22.658144,Fair
42.947834,-24.469675,Fair
41.45105,-25.123549,Fair
40.317837,-25.424816,Fair
39.48334,-25.48348,Fair
21.996967,-24.03993,Fair
21.22676,-25.040266,Fair
22.478449,-23.968853,Fair
48.647896,-25.320374,Fair
45.052963,-22.324314,Fair
47.627716,-23.512674,Fair
46.56477,-23.337154,Fair
45.735336,-24.094328,Fair
43.019947,-23.143312,Fair
44.64319,-22.906214,Fair
42.886883,-24.01054,Fair
40.79292,-25.311861,Fair
38.92388,-25.151157,Fair
39.990765,-25.357073,Fair
14.485788,-21.954155,Fair
13.721766,-23.776524,Fair
33.968258,-26.9202,Fair
5.347316,19.84972,Fair
13.769595,-2.0619938,Fair
-4.5260005,2.5106454,Fair
-3.1380002,18.07272,Fair
-5.091998,1.1538535,Fair
-12.504901,-2.4677587,Fair
-10.917117,-3.3270934,Fair
4.9780383,-22.012796,Fair
-1.0220491,6.3085356,Fair
-14.062441,1.3527498,Fair
-16.953281,4.19622,Fair
-10.912475,-23.27673,Fair
-11.137886,-21.119684,Fair
-11.402517,-20.06024,Fair
-11.014853,-20.515844,Fair
-31.183891,13.735456,Fair
-30.42919,6.7397895,Fair
-31.320747,6.862841,Fair
-46.329212,19.655281,Fair
-47.0128,19.832293,Fair
-35.500916,-14.582076,Fair
-45.19271,-3.1648548,Fair
-47.395912,20.070808,Fair
-46.717648,-4.707204,Fair
-56.022354,5.6552024,Fair
-43.46806,-10.788289,Fair
-56.755966,-3.523683,Fair
-43.32887,-13.655765,Fair
-44.068504,-12.660546,Fair
-43.89811,-11.930924,Fair
49.738808,-5.246938,Fair
32.21957,18.241108,Fair
33.302074,18.730904,Moderate
1.2909168,24.949476,Moderate
49.24339,11.116077,Moderate
4.7622557,20.881296,Moderate
-3.1594713,21.056852,Poor
4.24885,20.99304,Fair
-3.2411726,19.927958,Fair
15.2822075,-2.564468,Fair
-4.1768475,1.057952,Fair
15.67167,-4.284043,Fair
-41.131702,-20.478392,Fair
-52.03988,-9.51205,Fair
-42.06582,-18.724237,Fair
-25.046234,-21.638474,Fair
-25.077229,-21.36043,Fair
-24.359907,-7.439662,Fair
-17.237766,-25.512846,Fair
-16.145565,-17.967909,Fair
-17.09326,-18.403221,Fair
-15.598251,-16.48121,Fair
-23.22971,-16.359241,Fair
-51.320644,-6.4822288,Fair
-36.806656,-17.328482,Fair
-23.94914,-18.907436,Fair
-26.802555,-17.270155,Fair
-27.409298,-17.044504,Fair
-24.313156,-17.490248,Fair
9.877268,-3.3598437,Fair
10.340925,-6.4371653,Fair
24.342299,2.9629009,Fair
17.698448,-9.187713,Fair
23.539064,-19.413256,Fair
7.476798,2.7235165,Fair
9.223456,-19.22737,Fair
4.972483,-15.37738,Fair
-13.654542,5.468581,Fair
19.75091,-21.819946,Fair
-11.409939,-2.2049675,Fair
5.5175633,3.2579117,Fair
-25.420492,2.0545733,Fair
-7.400776,-3.3736646,Fair
-10.098667,-9.366635,Fair
-6.9988966,-6.667234,Fair
-21.935064,-14.638298,Fair
-35.15118,-13.865912,Fair
-28.09194,-14.317283,Fair
-31.329863,-13.220576,Fair
-28.754005,-14.424452,Fair
-7.6226044,-14.310439,Fair
-24.14054,-7.0881186,Fair
-28.56348,-4.372232,Fair
-18.702646,-23.982677,Fair
-11.9781885,-24.845621,Fair
-26.454485,3.796817,
-17.310072,-25.355516,Fair
-11.6832695,-24.90706,Fair
14.298279,-24.296896,Fair
-65.70018,0.6443677,Fair
-65.131065,-4.2778983,Fair
-64.13144,-2.4618547,
20.89151,-24.92957,Fair
27.32122,-17.75676,
29.208315,3.7857018,
42.71241,21.769426,
44.50633,20.2112,Fair
19.693521,-17.242743,Fair
-18.070412,9.507708,Fair
-4.6191635,-8.769075,
-23.29967,8.883459,
-24.509464,-12.121331,
-5.8741455,-9.599362,
4.2964096,-26.661509,
17.679426,22.169867,Fair
-10.245915,13.277687,
-11.825985,12.895102,Fair
19.440783,-18.477335,
4.7100606,-25.848953,Moderate
16.593674,-15.514831,Moderate
32.555805,-13.812319,
40.555927,0.4044739,Moderate
9.574837,12.396119,Fair
20.904854,-0.8578403,Fair
9.407129,12.359969,Fair
-7.408896,7.5892096,Fair
-9.41299,10.455819,Fair
17.768038,21.164875,Fair
62.392418,11.834215,Fair
62.266563,11.996339,Fair
45.875805,-1.3462808,Fair
46.67927,-1.5951314,Fair
46.03596,-3.088817,Fair
43.301975,19.526823,Fair
0.77390695,14.8726425,Fair
-4.137706,-11.470939,Fair
9.22882,-7.210697,Fair
14.681062,12.421224,Fair
4.4704723,2.024421,Fair
9.680995,4.729563,Fair
37.66372,-1.8638072,Fair
41.707607,-0.28196254,Fair
33.50634,-6.6749353,Fair
35.06438,-6.268546,Poor
32.609734,-5.782504,Poor
34.463203,-6.5864124,Moderate
42.72331,3.032062,Moderate
50.955967,-25.017933,Moderate
50.870834,-10.078236,Moderate
60.279568,9.559734,Fair
68.65961,-4.1690474,Fair
67.27234,-5.8837595,Fair
69.84775,-2.9934134,Fair
67.555,-5.7762604,Fair
39.11943,-3.4612362,Fair
53.297775,-12.14946,Fair
67.48841,-5.514459,Fair
45.102524,-23.607346,Fair
64.56999,-2.443231,Fair
46.881123,-0.51618344,Fair
43.45553,0.09334209,Fair
-6.257195,13.847243,Moderate
-12.954325,13.037415,Moderate
-12.070285,13.761413,Moderate
-21.952553,14.707496,Poor
-10.018461,11.8823,Poor
17.707195,-19.71023,Moderate
14.692024,-15.85405,Poor
16.14538,-15.007132,Moderate
-23.264359,-2.31873,Moderate
-61.74551,7.557156,Moderate
-48.72002,2.842359,Moderate
-49.179123,6.333066,Fair
-35.199833,-6.9090633,Poor
-32.7615,-6.867069,Poor
27.561867,-18.487974,Fair
-21.32262,14.993039,Fair
-8.340925,10.986329,Fair
-10.068849,8.05657,Fair
-13.39938,5.7413034,Fair
-7.393034,10.867792,Fair
-17.53484,-8.891855,Fair
-13.505365,8.97786,Fair
17.363756,-19.377468,Fair
-13.244851,7.839367,Fair
-12.936952,7.1848655,Fair
-0.95890975,-10.408236,Fair
-12.113042,-9.768025,Fair
66.822205,4.6362753,Fair
46.152733,-0.9258972,Fair
47.4516,-0.5961397,Fair
46.09283,-0.4525757,Fair
46.814987,-0.91200846,Fair
45.360825,-1.6375365,Fair
54.238136,11.745537,Fair
67.227615,-4.413835,Fair
41.903576,-16.878944,Fair
46.744587,-7.0036077,Fair
15.2645235,-16.179031,Fair
3.3700883,-25.401201,Fair
-10.051032,-22.577038,Fair
-21.314205,13.3502865,Fair
-26.878466,-7.990275,Fair
-19.44059,-8.968532,Poor
-16.49668,7.360008,Moderate
2.7732587,-14.557352,Poor
20.26277,-16.875383,Moderate
19.188696,-13.969828,Poor
23.645082,-22.411615,Moderate
-3.522605,22.826374,Poor
-11.242245,13.206699,Poor
-15.937858,-4.658588,Fair
-70.17022,14.902315,Fair
-70.84051,15.477059,Fair
-70.32331,15.859965,Fair
-65.596375,18.429947,Fair
16.951393,-16.741135,Fair
44.975353,-14.406299,Fair
44.72082,-7.4107437,Fair
48.29683,-2.2401745,Fair
40.926224,-20.054974,Fair
-17.069874,-10.930101,Fair
-43.16841,4.400239,Fair
-27.177847,-8.250559,Fair
-19.025356,13.160045,Fair
-11.306022,9.977977,Fair
-11.065819,9.806475,Fair
-28.15725,-13.520534,Fair
-8.42142,-15.046748,Fair
-36.271282,-20.902678,Fair
-10.837214,-13.668871,Fair
-43.87684,-7.164225,Fair
-46.068546,-2.3697526,Fair
-44.03724,-8.652534,Fair
-44.270348,-6.103561,Moderate
-44.376305,-8.005021,Fair
-35.956657,-13.670875,Fair
-36.87057,-15.57085,Fair
-35.575397,-15.579359,Fair
-36.278126,-20.908787,Fair
-11.137478,-13.725821,Fair
-43.125885,-11.1799555,Fair
-48.20298,-2.435676,Fair
-33.190403,2.0450084,Fair
-33.478058,10.56258,Fair
-16.339876,0.79386675,Fair
-22.11075,-3.9963896,Fair
-29.349855,1.3621728,Fair
-27.573343,-2.6773887,Fair
-24.672937,-3.8216345,Fair
-23.231855,-3.1846914,Fair
-23.23211,-3.1845982,Fair
-25.295546,14.37286,Fair
-28.337658,11.294693,Fair
-25.518133,5.489159,Fair
-29.94136,11.010691,Fair
-40.89694,13.128739,Fair
-35.369377,11.057647,Fair
10.155149,-11.913861,Fair
-0.60853165,7.2330346,Fair
-10.3985,19.24091,Fair
-10.829128,16.315641,Fair
-9.590128,19.289793,Fair
0.6931293,1.9352593,Fair
-26.702112,11.130459,Fair
-11.2802925,19.854023,Fair
-24.328484,11.965606,Fair
-29.47132,12.167322,Fair
43.29667,-5.4508715,Fair
-43.381557,17.322628,Fair
-43.23492,16.694813,Fair
-42.135357,13.412161,Fair
-37.903645,2.7771683,Fair
-42.490616,12.456533,Fair
-42.481926,13.670758,Fair
-24.774494,-4.4644156,Fair
-25.27649,4.306001,Fair
-25.495684,-1.4467643,Fair
-22.841932,-3.4296572,Fair
-26.06101,-0.59654915,Fair
-26.557907,-13.45456,Fair
-50.58618,-6.7804313,Fair
-52.858837,1.2855563,Fair
-42.15858,3.2844143,Fair
-15.000139,21.91092,Fair
-16.03029,20.687674,Fair
0.90087086,28.129513,Fair
-15.050714,21.18149,Fair
-16.920702,0.19256304,Fair
-34.33495,9.374622,Fair
-32.535835,13.564541,Fair
-31.619072,17.626278,Fair
-33.396217,12.998294,Fair
-34.499176,6.436196,Fair
-33.88194,6.6664214,Fair
-37.494816,-11.425787,Fair
-43.265114,-8.010525,Fair
-46.549522,-0.14382689,Fair
-47.248493,-0.12906036,Fair
-16.526237,5.5282516,Fair
-10.98333,15.006757,Fair
-15.710953,4.941189,Fair
-24.08788,12.647327,Fair
-25.220957,9.858916,
-20.807487,7.1904936,Fair
-20.474474,4.8248553,Fair
-15.559255,8.299734,Fair
-13.382626,9.500591,Fair
-65.199165,23.053759,Fair
-61.25135,20.05246,Fair
-66.11749,24.313229,Fair
-60.048935,18.293701,Fair
-64.69548,22.697638,Fair
-60.613567,21.928764,Fair
-60.83897,21.534443,Fair
-62.469402,21.856909,Fair
-61.623608,21.901514,Fair
-58.844193,19.596138,Fair
-67.555855,21.241247,Fair
-66.320175,25.45018,Fair
-58.573166,-1.6849306,Fair
-64.45192,2.2986104,Fair
-70.66535,16.709059,Fair
-53.446625,-0.65098965,Fair
-52.86971,-2.7209196,Fair
-24.461952,3.612981,Fair
-25.789545,-4.880727,Fair
-41.608707,10.580315,Fair
-50.0683,-6.0555773,Fair
-51.76538,-5.3722258,Fair
-51.256184,-6.547988,Fair
-53.00588,-4.03105,Fair
-48.29619,-6.4287343,Fair
-65.88833,22.897795,Fair
-60.810272,21.45781,Fair
-63.14989,22.959784,Fair
-61.524826,20.967094,Fair
-65.211044,22.604315,Fair
-60.11404,20.567188,Fair
-59.98314,21.302456,Fair
-61.443882,16.527163,Fair
-57.160984,15.79755,Fair
-61.942406,20.666637,Fair
-44.50585,-3.9521823,Fair
-43.87684,-7.164225,Fair
-45.152363,-3.7155898,Fair
-43.817886,-8.278734,Fair
-46.80566,-0.94806087,Fair
-43.5273,-8.919374,Fair
-44.357315,-5.7753634,Fair
-43.453964,14.525396,Fair
-45.668,-0.16657986,Fair
-48.492153,-0.041485723,Fair
-61.387604,18.95045,Fair
-56.27138,15.608696,Fair
-60.983887,18.33953,Fair
-60.09881,16.36487,Fair
-63.399864,20.011162,Fair
-59.319923,15.830256,Fair
-57.06523,16.410719,Fair
-59.72714,13.998831,Fair
-58.17172,13.933704,Fair
-58.439533,17.399294,Fair
-47.794807,20.189396,Fair
-63.87324,7.871722,Fair
-51.768894,-1.7842786,Fair
-65.52322,8.50099,Fair
-65.95852,10.083683,Fair
3.0431921,11.113403,Fair
27.621931,-25.882221,Fair
-5.6831393,-5.9032664,Fair
-13.646164,-5.176555,Fair
6.616913,-17.347057,Fair
-6.539782,-13.734165,Fair
-25.640316,0.2989588,Fair
-38.964012,13.052731,Fair
-25.266962,6.008631,Fair
-4.155152,21.52958,Fair
31.906021,-7.909374,Fair
-13.153004,13.629593,Fair
-9.145376,-25.840391,Fair
-10.357087,-22.336367,Fair
-15.9052725,-5.7339563,Fair
-20.263836,-4.0687914,Fair
-15.943102,-4.9572215,Fair
-15.183886,-5.1501846,Fair
-16.780924,-3.4392107,Fair
-17.840343,6.044301,Fair
-25.572304,-12.840933,Fair
-24.491575,1.9181718,Fair
-42.50495,1.2322204,Fair
-46.60941,3.8846204,Fair
-61.2647,7.592534,Fair
-61.947063,6.3050437,Fair
-62.32971,9.373664,Fair
-61.090633,8.732496,Fair
-62.41027,8.9194565,Fair
-63.82028,6.9465413,Fair
-62.85228,5.390801,Fair
-67.24521,15.097646,Fair
-58.14334,12.415379,Fair
-58.47508,11.933188,Fair
-57.93592,12.628966,Fair
-49.899445,3.8797607,Fair
-64.02279,14.986606,Fair
-62.217487,18.923813,Fair
-57.108482,20.573929,Fair
-63.942337,14.520462,Fair
-60.949135,14.924348,Fair
-62.71369,16.639067,Fair
-8.839803,10.65217,Fair
-38.363113,14.581819,Fair
-40.318394,13.695662,Fair
-42.40155,5.0566273,Fair
-47.07708,7.1407776,Fair
-47.14911,7.892835,Fair
-47.520428,3.661594,Fair
-55.212692,-6.0133014,Fair
-54.84654,12.92638,Fair
-16.7282,3.1737454,Fair
-22.925383,15.6071,Fair
-19.514519,13.169071,Fair
-34.01998,8.6207905,Fair
-35.94614,13.444475,Fair
-37.3549,15.330895,Fair
-40.078243,13.976284,Fair
-43.807648,11.897724,Fair
-45.032974,14.582053,Fair
